Department,Tech Group,Sub-Category_x,Priority,Description,assistant (For Getlogs only),Category,Sub-Category_y
Technology Services,NOC,Vulnerability Remediation,P2 - General,Any tickets regarding network security concerns or findings that require attention from either the SOC (Security Operations Center) or the Network Team.,,Network Security,Vulnerability Remediation
Technology Services,NOC,Emergency Maintenance,P3 - Planned,Any request related to emergency maintenance notification,,Notification,Emergency Maintenance
Technology Services,NOC,ISP Maintenance,P3 - Planned,Any request related to ISP maintenance notification,,Notification,ISP Maintenance
Technology Services,NOC,Network Maintenance,P3 - Planned,Any request related to network maintenance notification,,Notification,Network Maintenance
Technology Services,NOC,Power Maintenance,P3 - Planned,Any request related to power maintenance notification,,Notification,Power Maintenance
Technology Services,NOC,VoIP Maintenance,P3 - Planned,Any request related to Voice maintenance notification,,Notification,VoIP Maintenance
Technology Services,NOC Systems,Emergency Maintenance,P3 - Planned,Any request related to emergency maintenance notification,,Notification,Emergency Maintenance
Technology Services,NOC Systems,ISP Maintenance,P3 - Planned,Any request related to ISP maintenance notification,,Notification,ISP Maintenance
Technology Services,NOC Systems,Network Maintenance,P3 - Planned,Any request related to network maintenance notification,,Notification,Network Maintenance
Technology Services,NOC Systems,Power Maintenance,P3 - Planned,Any request related to power maintenance notification,,Notification,Power Maintenance
Technology Services,NOC Systems,VoIP Maintenance,P3 - Planned,Any request related to Voice maintenance notification,,Notification,VoIP Maintenance
Technology Services,NOC Systems,Server Outage,P1 - Critical,Any outage ticket related to servers maintained by KMC Server Team,,Outage,Server Outage
Technology Services,NOC Systems,Vulnerability Remediation,P2 - General,Any tickets associated with system/server security concerns or findings and evaluation results that require resolution from both the SOC (Security Operations Center) or the Systems Team.,,System Security,Vulnerability Remediation
Technology Services,NOC Systems,Server Backup Management,P2 - General | P3 - Planned,"Backup management services to ensure data security, integrity, and accessibility & Issue with the backup process, seeking resolution to ensure data integrity and system reliability. Requests for data backup, disaster recovery planning, and restoration of server data in case of data loss or system failures. Issue with the backup process, seeking resolution to ensure data integrity and system reliability.",,Server Management,Server Backup Management
Technology Services,NOC Systems,Server Decommissioning,P3 - Planned,"Request to decommission a server, including data backup, service termination, and hardware disposal in a secure and compliant manner.",,Server Management,Server Decommissioning
Technology Services,NOC Systems,Server Deployment and Configuration,P3 - Planned,"Requests related to setting up new servers, configuring server hardware and software, and ensuring they are ready for use.",,Server Management,Server Deployment and Configuration
Technology Services,NOC Systems,Server Health Monitoring,P3 - Planned,A routine server health monitoring and performance to ensure optimal operation and proactive issue detection.,,Server Management,Server Health Monitoring
Technology Services,NOC Systems,Server Issue,P2 - General,"Requests to address server-related issues, diagnose problems, and implement solutions to restore server functionality.",,Server Management,Server Issue
Technology Services,NOC Systems,Server Security and Access Control,P3 - Planned,"Requests concerning server security measures, access permissions, and authentication protocols to safeguard server data and resources.",,Server Management,Server Security and Access Control
Technology Services,NOC Systems,Server Upgrade and Hardware Replacement,P3 - Planned,"Requests for server hardware upgrades, component replacements, and technology refreshes.",,Server Management,Server Upgrade and Hardware Replacement
Technology Services,NOC Systems,Server VM Management,P3 - Planned,"Requests related to virtual server environments, including provisioning, management, and optimization of virtualized servers.",,Server Management,Server VM Management
Technology Services,NOC Systems,SSL License,P3 - Planned,"Tickets related to SSL license provisioning, renewal, removal.",,Server Management,SSL License
Technology Services,NOC Systems,Server New Service Implementation,P4 - Project,"Initiating a server-based project for implementing a new service, ensuring seamless integration and efficient deployment.",,Server Projects,Server New Service Implementation
Technology Services,NOC Systems,Server Rebuild,P4 - Project,Initiating a Server Rebuild Project to enhance system performance and security by rebuilding and upgrading server infrastructure.,,Server Projects,Server Rebuild
Technology Services,NOC Systems,Server Refresh,P4 - Project,"Comprehensive server refresh project implementation to enhance performance, security, and overall system efficiency within the organization's IT infrastructure.",,Server Projects,Server Refresh
Technology Services,NOC Systems,Systems Audit,P4 - Project,Initiating a comprehensive systems audit project to assess and enhance the security and efficiency of IT infrastructure.,,Server Projects,Systems Audit
Technology Services,NOC Systems,Active Directory Services,P2 - General | P3 - Planned,"Any ticket related to the Active Directory (i.e., Computer, Group Policy, and Security Group)",,Services Management,Active Directory Services
Technology Services,NOC Systems,Access Permission,P3 - Planned,Any ticket requesting access to shared drives & VPN,,Services Management,Access Permission
Technology Services,NOC Systems,Adobe Product,P3 - Planned,"Support or assistance with an Adobe product, such as installation, troubleshooting, or licensing inquiries.",,Services Management,Adobe Product
Technology Services,NOC Systems,BitDefender,P3 - Planned,"Support or assistance with BitDefender, our antivirus and cybersecurity solution, to address security concerns or resolve software-related issues.",,Services Management,BitDefender
Technology Services,NOC Systems,Kiosk Management,P3 - Planned,"Kiosk tablet management support, including setup, maintenance, and troubleshooting to ensure optimal functionality.",,Services Management,Kiosk Management
Technology Services,NOC Systems,Microsoft Dynamics NAV Issue,P2 - General,"Resolve an issue with the Microsoft Dynamics NAV application, ensuring seamless functionality.",,Services Management,Microsoft Dynamics NAV Issue
Technology Services,NOC Systems,PaperCut ID,P3 - Planned,Any request for paper cut ID or printer pin ID. This only applies for the printers links to papercut system.,,Services Management,PaperCut ID
Technology Services,NOC Systems,Printer Configuration,P3 - Planned,Assistance with the setup and configuration of a printer for seamless and efficient printing operations.,,Services Management,Printer Configuration
Technology Services,NOC Systems,Rublon,P3 - Planned,"Assistance with Rublon, a multi-factor authentication solution, to enhance security and access control for user accounts.",,Services Management,Rublon
Technology Services,NOC Systems,Sophos - Machine Removal,P3 - Planned,"Removal of a machine from Sophos, the antivirus and security management system, to ensure proper system management and security compliance.",,Services Management,Sophos - Machine Isolation/Removal
Technology Services,NOC Systems,NT Login Account Unlock,P2 - General,Login issues that will require an account unlock in the Active Directory.,,User Account,NT Login Account Unlock
Technology Services,NOC Systems,NT Login Creation,P3 - Planned,Request to create an NT login account.,,User Account,NT Login Creation
Technology Services,NOC Systems,NT Login Disable,P3 - Planned,Request to disable an NT login account.,,User Account,NT Login Disable
Technology Services,NOC Systems,NT Login Information Update,P3 - Planned,Request to update an information in a NT login account.,,User Account,NT Login Information Update
Technology Services,NOC Systems,NT Login Password Reset,P2 - General,Login issues that will require a password reset in the Active Directory.,,User Account,NT Login Password Reset
Technology Services,NOC Systems,NT Login Re-enable,P3 - Planned,Request to re-enable an already disabled account in the Active Directory.,,User Account,NT Login Re-enable
Technology Services,NOC Systems,Diagram Creation/Update,P3 - Planned,"Any ticket task to create or update a diagram (network, power, rack, etc)",,Document,Diagram Creation/Update
Technology Services,NOC Systems,Floorplan Creation/Update,P3 - Planned,Any ticket task to create or update a floorplan,,Document,Floorplan Creation/Update
Technology Services,NOC Systems,Infographics,P3 - Planned,Any ticket task to create or update an infographic or job aid,,Document,Infographics
Technology Services,NOC Systems,Knowledgebase,P3 - Planned,Any ticket task to create or update a knowledgebase,,Document,Knowledgebase
Technology Services,NOC Systems,Other Documentations,P3 - Planned,Any ticket related to documentations that are not available in this category,,Document,Other Documentations
Technology Services,NOC Systems,Process Plan,P3 - Planned,Any ticket task to create a new process plan,,Document,Process Plan
Technology Services,NOC Systems,Process Update,P3 - Planned,Any ticket task to update an existing process plan,,Document,Process Update
Technology Services,On-Site Support,Accountability Form,P3 - Planned,Request for accountability form creation.,,Asset Management,Accountability Form
Technology Services,On-Site Support,Inventory,P3 - Planned,"Tickets related to asset keeping, inventory, and tagging.",,Asset Management,Inventory
Technology Services,On-Site Support,Badge Card Request,P3 - Planned,Request for badge card (ITS is already present or not needed).,,Biometric,Badge Card Request
Technology Services,On-Site Support,Bio Enrollment,P3 - Planned,Request for biometric enrollment.,,Biometric,Bio Enrollment
Technology Services,On-Site Support,Biometric Issue,P2 - General,"Ticket related to a biometric, magnetic lock, push button, and exit sensor issue.",,Biometric,Biometric Issue
Technology Services,On-Site Support,Device Configuration,P3 - Planned,Request to configure a setting in the biometric device.,,Biometric,Device Configuration
Technology Services,On-Site Support,Camera Rotate/Disable Request,P3 - Planned,Request to rotate/disable a CCTV.,,CCTV,Camera Rotate/Disable Request
Technology Services,On-Site Support,CCTV Issue,P2 - General,Tickets related to a CCTV issue.,,CCTV,CCTV Issue
Technology Services,On-Site Support,CCTV Viewing Assistance,P3 - Planned,Ticket for the On-site Support to assist the client in viewing the CCTV footage they requested.,,CCTV,CCTV Viewing Assistance
Technology Services,On-Site Support,Common Area and Conference Room Checking,P3 - Planned,Ticket for updating the common are and conference room checklist.,,Checklist,Common Area and Conference Room Checking
Technology Services,On-Site Support,Daily Checking,P3 - Planned,Ticket for updating the daily checklist.,,Checklist,Daily Checking
Technology Services,On-Site Support,Server Room Checking,P3 - Planned,Ticket for updating the server room daily and temperature checklist.,,Checklist,Server Room Checking
Technology Services,On-Site Support,Server Room Log Sheet Checking,P3 - Planned,Ticket for updating the server room log sheet.,,Checklist,Server Room Log Sheet Checking
Technology Services,On-Site Support,Deployment Request,P3 - Planned,Request for IT asset deployment.,,Deployment / Movement,Deployment Request
Technology Services,On-Site Support,Deployment Request,P3 - Planned,Request for IT asset deployment.,,CASA,Deployment Request
Technology Services,On-Site Support,Movement Request,P3 - Planned,Request for IT asset movement.,,Deployment / Movement,Movement Request
Technology Services,On-Site Support,Diagram Creation/Update,P3 - Planned,"Any ticket task to create or update a diagram (network, power, rack, etc)",,Document,Diagram Creation/Update
Technology Services,On-Site Support,Floorplan Creation/Update,P3 - Planned,Any ticket task to create or update a floorplan,,Document,Floorplan Creation/Update
Technology Services,On-Site Support,Infographics,P3 - Planned,Any ticket task to create or update an infographic or job aid,,Document,Infographics
Technology Services,On-Site Support,Knowledgebase,P3 - Planned,Any ticket task to create or update a knowledgebase,,Document,Knowledgebase
Technology Services,On-Site Support,Other Documentations,P3 - Planned,Any ticket related to documentations that are not available in this category,,Document,Other Documentations
Technology Services,On-Site Support,Process Plan,P3 - Planned,Any ticket task to create a new process plan,,Document,Process Plan
Technology Services,On-Site Support,Process Update,P3 - Planned,Any ticket task to update an existing process plan,,Document,Process Update
Technology Services,On-Site Support,Email Issue,P2 - General,Any issue within the O365 solutions.,,Email,Email Issue
Technology Services,On-Site Support,Port Checking,P2 - General | P3 - Planned,Tickets related to port checking and issue.,,General Assistance,Port Checking
Technology Services,On-Site Support,Data Center Access,P3 - Planned,Request assistance to access the server room.,,General Assistance,Data Center Access
Technology Services,On-Site Support,General Inquiry,P3 - Planned,Any ticket requesting or seeking information or updates. This can be used by all technician groups except those groups that already has the 'General' sub-category on their dedicated category (i.e ACS > TS Biometric > General Biometric Services). Also used for Grab booking assistance.,,General Assistance,General Inquiry
Technology Services,On-Site Support,On-site Assistance,P3 - Planned,Other on-site/physical assistance done by the OSS that doesn't have a dedicated category. Only use this if there are no applicable categories/sub-categories,,General Assistance,On-site Assistance
Technology Services,On-Site Support,Pull In/Out Assistance,P3 - Planned,Request assistance for pulling in and out of IT assets. This is also used for dismantling requests leading to pulling out of assets (WFH employees).,,General Assistance,Pull-In/Out Assistance
Technology Services,On-Site Support,Site Walkthrough / Round Check,P3 - Planned,"Ticket for site walkthroughs, site surveys, and round checking.",,General Assistance,Site Walkthrough / Round Check
Technology Services,On-Site Support,Cable Management,P3 - Planned,Request to do a cable management.,,Hardware,Cable Management
Technology Services,On-Site Support,Data Center UPS/PDU Issue,P2 - General,Issue with a UPS and PDU in the server room.,,Hardware,Data Center UPS/PDU Issue
Technology Services,On-Site Support,Desktop UPS Issue,P2 - General,Issue with a desktop UPS.,,Hardware,Desktop UPS Issue
Technology Services,On-Site Support,Desktop/Laptop Problem,P2 - General,Any issue with a desktop or laptop.,,Hardware,Desktop/Laptop Problem
Technology Services,On-Site Support,Desktop/Laptop Set-up,P3 - Planned,Request to setup a desktop or laptop.,,Hardware,Desktop/Laptop Setup
Technology Services,On-Site Support,Device/Equipment Checking,P3 - Planned,"Any ticket requesting to check an equipment to determine if the unit is still in good working condition for possible re-deployment or components upgrade. May also be used for asset maintenance | Additional sub-category usage: Physical checking of all kinds of hardware devices (network device, IP phones, biometric devices) to possibly identify their status",,Hardware,Device/Equipment Checking
Technology Services,On-Site Support,Equipment Loan/Retrieval,P3 - Planned,"Ticket requesting to borrow IT assets such as laptop, mouse, other peripherals, etc. and retrieval of hardware that's not from a resigned employee",,Hardware,Equipment Loan/Retrieval
Technology Services,On-Site Support,Joan Device,P2 - General | P3 - Planned,"Ticket related the Joan device like low battery, charging request, calendar syncing, and other requests/issues. Initial troubleshooting must assign to OSS first.",,Hardware,Joan Device
Technology Services,On-Site Support,Peripherals,P2 - General | P3 - Planned,"Any request or issue related computer peripherals and cables like HDMI, LAN, etc.",,Hardware,Peripherals
Technology Services,On-Site Support,Raspberry Pi/Hygrometer,P2 - General | P3 - Planned,"Any request or issue related to the EpicOS, Raspberry Pi, and Hygrometer",,Hardware,Raspberry Pi/Hygrometer
Technology Services,On-Site Support,Sonos,P2 - General | P3 - Planned,Any request or issue related to the sonos device,,Hardware,Sonos
Technology Services,On-Site Support,Tablet,P2 - General | P3 - Planned,Any issue or request related to the tablet deployed in the reception area,,Hardware,Tablet
Technology Services,On-Site Support,TV/Projector/Sound System,P2 - General | P3 - Planned,"Any request or issue related to the TV, Projector, Speaker, or Mic (ex. projector setup, laptop to TV connection, etc)",,Hardware,TV/Projector/Sound System
Technology Services,On-Site Support,Video Conference,P2 - General | P3 - Planned,Any request or issue related to the video conferencing device located on boardrooms,,Hardware,Video Conference
Technology Services,On-Site Support,Connection Issue,P2 - General,Tickets related to an internet issue (LAN & wireless connection).,,Network,Connection Issue
Technology Services,On-Site Support,Connection Checking,P3 - Planned,"Request to run network testing (ping test, trace route, speed test).",,Network,Connection Checking
Technology Services,On-Site Support,Network Gear Mount/Unmount,P3 - Planned,Ticket for mounting or unmounting any network device in the server rack.,,Network,Network Gear Mount/Unmount
Technology Services,On-Site Support,Website Issue,P2 - General,Tickets related any website issue.,,Network,Website Issue
Technology Services,On-Site Support,Item Retrieval,P3 - Planned,Any ticket related to the retrieval of and request to receive an asset from a resigned employee,,Off Boarding,Item Retrieval
Technology Services,On-Site Support,Access Request,P3 - Planned,Request access/connection to the printer.,,Printer,Access Request
Technology Services,On-Site Support,Change Toner,P3 - Planned,Request to change the printer toner.,,Printer,Change Toner
Technology Services,On-Site Support,Issue,P2 - General,Issue related to the printer.,,Printer,Issue
Technology Services,On-Site Support,Printing Services,P3 - Planned,Request to print or scan a document.,,Printer,Printing Services
Technology Services,On-Site Support,Set up,P3 - Planned,Request to setup a printer (physically setting up the printer).,,Printer,Set up
Technology Services,On-Site Support,Application Issue,P2 - General,Issues with any desktop application.,,Software,Application Issue
Technology Services,On-Site Support,Application Installation/Uninstallation,P3 - Planned,Request to install/uninstall an application.,,Software,Application Installation/Unistallation
Technology Services,On-Site Support,Configuration Assistance,P3 - Planned,Request to configure or update an application.,,Software,Configuration Assistance
Technology Services,On-Site Support,Hardphone Issue,P2 - General,Ticket for IP phone-related issues.,,Telephony,Hardphone Issue
Technology Services,On-Site Support,Softphone Issue,P1 - Critical | P2 - General,Ticket for 3CX softphone issues.,,Telephony,Softphone Issue
Technology Services,On-Site Support,Setup,P3 - Planned,"Request to display a banner, image, videos, or movie Wednesday in the TV.",,TV Advertisement,Setup
Technology Services,On-Site Support,Digital Signage,P2 - General | P3 - Planned,Ticket related to KMCs official digital signage software. (handled by the TV Ads Team),,TV Advertisement,Digital Signage
Technology Services,On-Site Support,Removal,P3 - Planned,Request to remove an advertisement or other files displayed on the TV.,,TV Advertisement,Removal
Technology Services,Product Development,VMS ,P4 - Project | P3 - Planned | P2 - General,"Any request or issue related to access request, tablet issue, test tickets from Dev",,Development,VMS
HR,People and Culture (Internal),OT Allowance reimbursement,P2 - People & Culture,Ticket for submission of reimbursable overtime allowance requests of eligible employees.,,P&C Allowance,OT Allowance reimbursement
HR,People and Culture (Internal),Reimbursable allowance (part of compensation),P1 - People & Culture,Requests for processing of reimbursable allowances that form part of employee compensation.,,P&C Payroll,Submission of Reimbursement Form and Receipts
HR,People and Culture (Internal),Reimbursable allowance (part of compensation),P1 - People & Culture,Requests for processing of reimbursable allowances that form part of employee compensation.,,P&C Allowance,Reimbursable allowance (part of compensation)
HR,People and Culture (Internal),Endorsement for Salary Increase,P3 - People & Culture,Endorsements for salary increases of employees.,,P&C Employee Movement/EAA Request,Endorsement for Salary Increase
HR,People and Culture (Internal),Endorsement for Promotion,P3 - People & Culture,"Endorsements for promotion, upward or vertical movement of employees.",,P&C Employee Movement/EAA Request,Endorsement for Promotion
HR,People and Culture (Internal),Endorsement for Lateral Movement,P3 - People & Culture,Endorsements for lateral movements or transfers within the organization.,,P&C Employee Movement/EAA Request,Endorsement for Lateral Movement
HR,People and Culture (Internal),Endorsement for Communication Allowance,P3 - People & Culture,Ticket for submission of communication allowance reimbursement requirements including reimbursement form and receipts.,,P&C Employee Movement/EAA Request,Endorsement for Communication Allowance
HR,People and Culture (Internal),Other movement endorsement/process inquiries,P2 - People & Culture,Other movement endorsement or employee movement-related inquiries.,,P&C Employee Movement/EAA Request,Other movement endorsement/process inquiries
HR,People and Culture (Internal),Certificate of Employment Request,P3 - People & Culture,Requests for certificates of employment of existing and former employee.,,P&C HR Documents,Certificate of Employment Request
HR,People and Culture (Internal),Non-Disclosure Agreement Request,P3 - People & Culture,Requests for issuance of non-disclosure agreements to specific employees.,,P&C HR Documents,Non-Disclosure Agreement Request
HR,People and Culture (Internal),Memo Request,P3 - People & Culture,"Any ticket related to requests for memos or internal communications within the organization. This involves announcements and memorandums for specific teams, departments, or organization-wide.",,P&C HR Documents,Memo Request
HR,People and Culture (Internal),Employment Contract / Consultancy Agreement request,P1 - People & Culture,Requests for issuance of employment contracts or consultancy agreements for internal personnel.,,P&C HR Documents,Employment Contract / Consultancy Agreement request
HR,People and Culture (Internal),Personal information update,P1 - People & Culture,"Requests to update personal information such as contact details, emergency contacts, or marital status in the HRIS.",,P&C HRIS,Personal information update
HR,People and Culture (Internal),Marriage Certificate/Birth Certificate/Death Certificate/Solo Parent ID upload,P1 - People & Culture,"Requests to upload official documents such as marriage certificates, birth certificates, death certificates, or Solo Parent IDs to the HRIS.",,P&C HRIS,Marriage Certificate/Birth Certificate/Death Certificate/Solo Parent ID upload
HR,People and Culture (Internal),HRIS unlock request,P1 - People & Culture,Requests to unlock accounts or access in the HRIS.,,P&C HRIS,HRIS unlock request
HR,People and Culture (Internal),HRIS approver change request,P1 - People & Culture,Request to change approvers or immediate supervisor assigned in the HRIS.,,P&C HRIS,HRIS approver change request
HR,People and Culture (Internal),HRIS work schedule change request,P1 - People & Culture,Requests for changes on official work schedules assigned in the HRIS.,,P&C HRIS,HRIS work schedule change request
HR,People and Culture (Internal),HRIS filing error / system glitch,P1 - People & Culture,Report errors or glitches in the HRIS.,,P&C HRIS,HRIS filing error / system glitch
HR,People and Culture (Internal),Cancellation of Leave/Schedule Adjustment/Official Business,P1 - People & Culture,"Requests for cancelling leave applications, schedule adjustment applications, and official business applications.",,P&C HRIS,Cancellation of Leave/Schedule Adjustment/Official Business
HR,People and Culture (Internal),Access level change,P1 - People & Culture,Requests for changes to access levels in the HRIS. This is usually applicable for first time people managers.,,P&C HRIS,Access level change
HR,People and Culture (Internal),Location update,P1 - People & Culture,Tickets for updating location or office assignment details in the HRIS. This is necessary for accurate location tagging and correct payment of location-based holiday premium.,,P&C HRIS,Location update
HR,People and Culture (Internal),Other HRIS requests and inquiries,P1 - People & Culture,Tickets for any other requests or inquiries related to the HRIS that do not fit into the other categories.,,P&C HRIS,Other HRIS requests and inquiries
HR,People and Culture (Internal),Incident Report template,P1 - People & Culture,Request for incident report template.,,P&C Incident Report/Employee Discipline,Incident Report template
HR,People and Culture (Internal),Incident Report submission / Notice to Explain (NTE) issuance request,P5 - People & Culture,Submission of incident reports or requests for issuance of Notice to Explain (NTE) documents.,,P&C Incident Report/Employee Discipline,Incident Report submission / Notice to Explain (NTE) issuance request
HR,People and Culture (Internal),Employee Counselling Form (ECF) submission,P1 - People & Culture,Submission of Employee Counselling Forms (ECF) for HR records.,,P&C Incident Report/Employee Discipline,Employee Counselling Form (ECF) submission
HR,People and Culture (Internal),Return to Work Order Request,P1 - People & Culture,Request for return to work order for employees who have been on unauthorized leave or absence without official leave (AWOL).,,P&C Incident Report/Employee Discipline,Return to Work Order Request
HR,People and Culture (Internal),Generic inquiries - individual contributor,P1 - People & Culture,"Generic inquiries from individual contributors regarding HR policies, benefits, procedures, or other related matters.",,P&C Inquiries,Generic inquiries  individual contributor
HR,People and Culture (Internal),Team management-related inquiries - inquiries from people managers/leadership team (for People Managers only),P1 - People & Culture,"Inquiries from people managers related to team management, leadership, performance management, or other managerial responsibilities, specifically intended for people managers or the leadership team.",,P&C Inquiries,Team management-related inquiries  inquiries from people managers/leadership team (for People Managers only)
HR,People and Culture (Internal),Certificate of Partial Completion,P3 - People & Culture,Requests for certificate of partial completion of interns enrolled in the internship program.,,P&C Internship,Certificate of Partial Completion
HR,People and Culture (Internal),Certificate of Completion,P3 - People & Culture,Requests for certificate of completion of interns who successfully completed the internship program.,,P&C Internship,Certificate of Completion
HR,People and Culture (Internal),Internship allowance follow up,P3 - People & Culture,Follow ups or inquiries pertaining to internship allowances.,,P&C Internship,Internship allowance follow up
HR,People and Culture (Internal),Other Internship Inquiries,P1 - People & Culture,Any other inquiries related to internships that do not fit into the other categories.,,P&C Internship,Other Internship Inquiries
HR,People and Culture (Internal),Paternity leave,P2 - People & Culture,"Tickets related to inquiries, requests, or processing of paternity leave benefits for eligible employees.",,P&C Leave Benefits,Paternity leave
HR,People and Culture (Internal),Bereavement benefit,P1 - People & Culture,"Tickets related to inquiries, requests, or processing of bereavement benefits based on exisitng bereavement guidelines.",,P&C Leave Benefits,Bereavement benefit
HR,People and Culture (Internal),Solo parent leave,P2 - People & Culture,"Tickets related to inquiries, requests, or processing of solo parent leave benefits for eligible employees.",,P&C Leave Benefits,Solo parent leave
HR,People and Culture (Internal),Maternity benefit,P2 - People & Culture,"Tickets related to inquiries, requests, or processing of maternity leave benefits for eligible employees.",,P&C Leave Benefits,Maternity benefit
HR,People and Culture (Internal),Company-initiated leave benefit,P1 - People & Culture,Tickets related to inquiries or requests regarding company-intiated or standard KMC leave benefits.,,P&C Leave Benefits,Company-initiated leave benefit
HR,People and Culture (Internal),Special leave for women and other leave benefits,P2 - People & Culture,"Tickets related to inquiries, requests, or processing of special leave benefits for women and other leave benefits that do not fall under the other categories.",,P&C Leave Benefits,Special leave for women and other leave benefits
HR,People and Culture (Internal),Compensatory Time Off,P1 - People & Culture,"Tickets related to compensatory time off requests, inquiries, or adjustments based on the existing Compensatory Time Off Guidelines.",,P&C Leave Benefits,Compensatory Time Off
HR,People and Culture (Internal),All mental health-related inquiries/requests,P2 - People & Culture,"Tickets related to inquiries or requests concerning mental health support, benefits, resources and policies.",,P&C Mental Health / MindNation,All mental health-related inquiries/requests
HR,People and Culture (Internal),Request for Bonus / Incentive Computation,P2 - People & Culture,Tickets for requesting computation or clarification of bonuses or incentives.,,P&C Payroll,Request for Bonus / Incentive Computation
HR,People and Culture (Internal),Request for Sample Payout Computation,P1 - People & Culture,"Tickets for requesting sample computations or estimates of payouts, such as bonuses or final pay.",,P&C Payroll,Request for Sample Payout Computation
HR,People and Culture (Internal),Pay dispute/payroll concern,P2 - People & Culture,"Tickets for addressing disputes or concerns regarding pay, payroll processing, or discrepancies.",,P&C Payroll,Pay dispute/payroll concern
HR,People and Culture (Internal),Request for Computation of Final Pay,P1 - People & Culture,Tickets for requesting computation of final pay for terminated or resigning employees.,,P&C Payroll,Request for Computation of Final Pay
HR,People and Culture (Internal),Request for Computation of Intern Allowance,P2 - People & Culture,Tickets for requesting computation of allowances or stipends for interns.,,P&C Payroll,Request for Computation of Intern Allowance
HR,People and Culture (Internal),Verification of Salary Range Status,P1 - People & Culture,Tickets for verifying the status or details of an employee's salary range or band.,,P&C Payroll,Verification of Salary Range Status
HR,People and Culture (Internal),Request for Issuance of Authorization To Deduct,P1 - People & Culture,Tickets for requesting the issuance of authorization to deduct forms for various purposes.,,P&C Payroll,Request for Issuance of Authorization To Deduct
HR,People and Culture (Internal),Concerns Related to Sprout and Savii Loans,P1 - People & Culture,"Tickets for addressing concerns or inquiries related to Sprout and Savii loans, including application, repayment, terms, or eligibility.",,P&C Payroll,Concerns Related to Sprout and Savii Loans
HR,People and Culture (Internal),Other Payroll-related concerns,P1 - People & Culture,"Tickets for addressing payroll-related concerns not covered by specific categories, such as tax inquiries, deductions, or adjustments.",,P&C Payroll,Other Payroll-related concerns
HR,People and Culture (Internal),Submission of Reimbursement Form and Receipts,P2 - People & Culture,Requests for processing of reimbursable allowances that form part of employee compensation.,,P&C Payroll,Submission of Reimbursement Form and Receipts
HR,People and Culture (Internal),Submission of Reimbursement Form and Receipts,P2 - People & Culture,Requests for processing of reimbursable allowances that form part of employee compensation.,,P&C Allowance,Reimbursable allowance (part of compensation)
HR,People and Culture (Internal),3rd Month Performance Review upload,P1 - People & Culture,Submission of 3rd month performance review documents or evaluations for upload in HRIS.,,P&C Performance/Coaching,3rd Month Performance Review upload
HR,People and Culture (Internal),5th Month Performance Review upload,P1 - People & Culture,Submission of 5th month performance review documents or evaluations for upload in HRIS.,,P&C Performance/Coaching,5th Month Performance Review upload
HR,People and Culture (Internal),Request for Performance Review Form,P1 - People & Culture,Requests for performance review forms or templates for employee evaluations.,,P&C Performance/Coaching,Request for Performance Review Form
HR,People and Culture (Internal),Coaching Logs upload,P1 - People & Culture,Submission of coaching logs or feedback records for upload in HRIS.,,P&C Performance/Coaching,Coaching Logs upload
HR,People and Culture (Internal),Request for Coaching Logs Form,P1 - People & Culture,Requests for coaching log forms or templates for documenting employee coaching sessions.,,P&C Performance/Coaching,Request for Coaching Logs Form
HR,People and Culture (Internal),Performance Improvement Plan Inquiry/Orientation,P2 - People & Culture,Inquiries related to Performance Improvement Plans (PIPs) designed to help employees improve their performance.,,P&C Performance/Coaching,Performance Improvement Plan Inquiry/Orientation
HR,People and Culture (Internal),Failed Probationary Period / End of Probationary Notice,P2 - People & Culture,Tickets related to employees who have failed their probationary period or are receiving notices regarding the end of their probationary period.,,P&C Performance/Coaching,Failed Probationary Period / End of Probationary Notice
HR,People and Culture (Internal),Other performance-related inquiries,P1 - People & Culture,"Tickets for inquiries related to performance management, evaluations, feedback, or any other performance-related matters not covered by specific categories.",,P&C Performance/Coaching,Other performance-related inquiries
HR,People and Culture (Internal),Simple Reports,P3 - People & Culture,"Tickets for requesting or generating simple, straightforward reports that do not require extensive data analysis or interpretation.",,P&C Reports,Simple Reports
HR,People and Culture (Internal),Complex Reports / Reports Requiring Analytics,P5 - People & Culture,"Tickets for requesting or generating complex reports that involve data analysis, interpretation and/or recommendation.",,P&C Reports,Complex Reports / Reports Requiring Analytics
HR,People and Culture (Internal),Offboarding request (for People Managers only),P1 - People & Culture,Tickets for People Managers to initiate offboarding processes for resigned employees.,,P&C Resignation/Offboarding,Offboarding request (for People Managers only)
HR,People and Culture (Internal),Computation of remaining leave credits,P1 - People & Culture,Tickets for employees requesting the computation of their remaining leave credits upon separation.,,P&C Resignation/Offboarding,Computation of remaining leave credits
HR,People and Culture (Internal),Clearance follow up,P1 - People & Culture,"Follow ups or status checks on the clearance of departing employees, ensuring all necessary steps are completed.",,P&C Resignation/Offboarding,Clearance follow up
HR,People and Culture (Internal),Offboarding-related inquiries,P1 - People & Culture,"Tickets for inquiries related to offboarding processes, procedures, documentation, or other related matters.",,P&C Resignation/Offboarding,Offboarding-related inquiries
HR,People and Culture (Internal),Request for Online Certification of Government Loan Application,P2 - People & Culture,"Tickets for requesting online certification of government loan applications, such as Pag-IBIG or SSS loans.",,P&C SSS | Pag-Ibig | Philhealth | BIR,Request for Online Certification of Government Loan Application
